@relation 'relation-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-2,6'

@attribute '0.67 class=crew-0.455sex=female-0.437class=3rd-0.297age=child-0.188class=1st...' numeric
@attribute -0.617class=3rd+0.612class=1st+0.304sex=female+0.295class=2nd-0.248age=child... numeric
@attribute survived {yes,no}

@data
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
1.566548,-0.117625,no
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,yes
0.456574,0.623326,no
0.456574,0.623326,no
0.456574,0.623326,no
